screen,control,expected_behavior,actual_result,status,severity,exact_fix_location,evidence_source,app,role,locale,layout,viewport,control_type
attendance,الحضور,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,الإجازات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,الورديات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,الرواتب,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,التحليلات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,الامتثال,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,التنبيهات والتسليم,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,Refresh,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,اليوم,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,آخر 7 أيام,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,هذا الشهر,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,2026-08-06,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,input
attendance,2026-08-06,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,input
attendance,تحديث,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,يحتاج إجراء0,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,التصحيحات0,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,النزاعات0,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,مقفل / مستبعد0,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
attendance,العملياتالاستيراد والأجهزة والموصّلات والتشخيص — خارج مساحة العمل اليومية.إظهار العمليات,"Mutation is backed by a handler/API, permission gate, pending lock and audit.",Not clicked by generic production navigator; static/API mutation audit required.,unproven,P1,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
shifts,نظرة عامة,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
shifts,مساعد واثقني,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
shifts,الوظائف,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
shifts,المرشحون,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
shifts,المقابلات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
shifts,التقويم,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
shifts,التقييمات,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
shifts,الترتيب,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
shifts,التقارير,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
shifts,التهيئة,"Safe interaction changes route, panel, form value, or sends a successful request.",Inventoried; not safely classifiable for generic production click.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
shifts,الحضور,Control is backed by handler/route and behaves consistently across roles/locales.,Inventoried on this surface; exercised on representative surface or statically verified.,unproven,P3,n/a — no fix required,browser-postdeploy,dashboard,hr_manager,ar,RTL,desktop,button
